published_date,title,text,url,fake
13-10-2021,"WATCH | Chaos in Gqeberha as several minibus taxis, 2 cars set alight","Several minibus taxis and two cars were set alight in an alleged violent brawl in Gqeberha on Wednesday.The taxis and the cars were set alight on Durban Road, Korsten, on Wednesday afternoon.According to the police, there was a collision between an Audi and a taxi.""The Audi driver got into his vehicle and drove further up the road, where his vehicle stalled. A group of taxi drivers attacked him and set his vehicle alight.""She added that businessmen in the area immediately came to the assistance of the Audi driver. All the taxis were stationary at the rank. No one sustained any injuries.The police are on high alert and will remain in the area to monitor the situation.",https://www.news24.com//news24/southafrica/news/watch-chaos-in-gqeberha-as-several-minibus-taxis-2-cars-set-alight-20211013,False
10-06-2021,UPDATE: Phoenix election posters: DA KZN to hold urgent PEC meeting amid backlash,"The DA in KwaZulu-Natal will hold an urgent provincial executive committee (PEC) meeting at 18:00 on Wednesday. This comes after the DA's controversial elections posters in Phoenix, north of Durban, caused division, with the party's Johannesburg mayoral candidate, Mpho Phalatse, publicly disagreeing with the sentiment shared by the posters.News24 understands that an urgent meeting was called to discuss the matter amid growing internal ructions. A well-placed party insider said DA KZN provincial leaders were livid about the ""racist posters"", and the backlash the party has since faced. ""I have different views and the party has different views,"" Phalatse said. The posters, placed on top of each other, read: ""The ANC called you racists"" and ""The DA calls you heroes"".Phalatse earlier told Timeslive: An outcry, led by the ANC in KZN, followed soon after the posters went up, with the ruling party describing it as racially insensitive.The DA's eThekwini caucus leader, Nicole Graham, said she, too, did not want to enter into the foray - and that it had been a decision of the party's provincial campaign team.  Other party leaders said they did not want to get involved in the matter, while DA leader John Steenhuisen stood by it. On Wednesday, the DA's KZN chairperson, Dean Macpherson, defended the message on the posters, which he had approved as the provincial campaign manager.""No matter which community you live, black, white, coloured and Indian, you are a hero for protecting your homes, businesses and families, and that resonates with people who lived through that week. They understand that they were let down by the state when the ANC was allowed to stoke the looting that took place, for which they have paid a high cost,"" he said.The ANC said the DA's message was insensitive, given the recent violence in KZN and Gauteng. And, more specifically, in Phoenix, because the violence was racially motivated.In July, the violence in KZN sparked racial tensions in Phoenix between the historically-Indian community and blacks living in informal settlements.Asked what the idea behind the posters was, Macpherson said: ""The posters state two simple facts. For the last three months, the ANC has created the public perception that anyone who defended their properties, family and livelihoods are racist, as a tactic to divert attention from the total chaos the ANC-sponsored factional fight inflicted on us. ""Two, those that defended themselves when the state abandoned them are indeed heroes. They did what the state should do in their hour of need. This has been said many times and, in fact, by the president himself in July. We cannot allow the ANC to get away with labelling the victims of their internal fight as ""racists"", and there must be electoral consequences for what was imposed on the city and the province.""""We cannot allow the ANC's world view to remain that all Indians are racists, just as we shouldn't believe that those in surrounding communities are all looters. We know that this looting and destruction took place under the guise of freeing Jacob Zuma, which the ANC cannot and will not own up to, and thus it is easier to label people as racists,"" he said.Macpherson said the DA was the only political party that was consistently on the ground, and in communities, since the unrest.""It has been the ANC that has used the unrest to unleash racism in communities to score political points, to hide behind the fact that they started the unrest, and the state so miserably failed to do its one job, to protect citizens,"" he said.",https://www.news24.com//news24/southafrica/news/phoenix-election-posters-das-joburg-mayoral-candidate-mpho-phalatse-disagrees-with-party-20211006,False
19-10-2021,Free State asbestos case: Corruption accused Ace Magashule wants list of witnesses who implicated...,"Suspended ANC secretary-general Ace Magashule has asked the State for a list of witnesses who implicated him in the R255 million Free State asbestos corruption case he faces.Magashule, controversial businessman Edwin Sodi, former Mangaung mayor Olly Mlamleli, former human settlements head of department Nthimotse Mokhesi and others appeared in the Free State High Court in Bloemfontein on Tuesday.The court heard that the defence was still dealing with notices the State submitted in terms of Section 212(B) of the Criminal Procedure Act, which usually contain facts that are not in dispute.The defence lawyers said they would respond to the notices before the accused's next court appearance.Magashule's advocate, Laurence Hodes, SC, told the court that they requested a list of State witnesses who implicated Magashule and were referred back to the docket.""We can revisit [the request] closer to the trial,"" State advocate Johan de Nysschen said. ""It's quite logic[al] that they will have to read the whole docket, and I don't want to bind myself by five or 10 witnesses."" The case was postponed to 3 November for pre-trial proceedings.News24 previously reported that Sodi also intended to lodge two applications - one relating to the admissibility of evidence the Zondo Commission heard about the asbestos case, and another on whether Magashule's former personal assistant, Moroadi Cholota, is a State witness.Hodes, who also represents Sodi, explained that Sodi gave testimony before the commission. The defence's argument relates to the admissibility of the testimony because Sodi was compelled to testify, which eviscerated his right to silence. It was made clear that the testimony could not be used against him in a criminal trial, the court heard.Hodes said the second application related to the State's so-called star witness, Cholota, who was Magashule's assistant when he was the premier of the Free State at the time when the crimes were allegedly committed.Hodes argued that, while the State placed on record that Cholota was a witness, she had not yet signed a statement that was drafted for her. He said the absence of a signed statement meant that the State had not secured her assistance. The defence had Cholota as a defence witness, Hodes said.The accused have been charged with fraud, corruption, theft and money laundering, among other charges, related to the R255 million contract for the assessment and removal of asbestos from roofs and/or housing.It is alleged that, in 2014, two companies were appointed – including Gauteng-based Blackhead Consulting – as service providers to the Department of Human Settlements in the Free State.The two companies allegedly subcontracted two other companies, one of which did the work for R21 million.The rest of the money was allegedly pocketed by the accused. According to testimony at the Zondo Commission, the asbestos was not removed.According to the indictment, Magashule's alleged take of the R255 million tender came in the form of school tuition for a daughter, electronic tablets, and R250 000 for the travel expenses of a delegation to Cuba.",https://www.news24.com//news24/southafrica/news/free-state-asbestos-case-corruption-accused-ace-magashule-wants-list-of-witnesses-who-implicated-him-20211019,False
10-04-2021,"'ActionSA elected not to register abbreviated name or acronym', IEC responds to party","The Electoral Commission of South Africa (IEC) says the only reason ActionSA's abbreviated name is not on the ballot paper is the party's fault.  ""ActionSA, in their documents in which they applied for registration as a political party, and which must be publically [sic] lodged in terms of the regulations, responded with a 'Not Applicable' in the space where the political party was required to indicate its abbreviated name,"" the IEC said in a statement on Monday.The IEC added that the party went further to indicate that, ""... there is no abbreviation of the name of the party"", as part of its application documentation.""The application was lodged in Government Gazette 43940, published on 27 November 2020,"" the IEC said.Beaumont added that the party further indicated that the name is not to be abbreviated and that its name will always be ActionSA which is eight characters long.""Even if you accept that there is ambiguity there, the registration documentation has absolutely no legal link to what goes onto the ballot paper.He added:As a result, ActionSA says that its legal team will immediately begin drafting court papers on an urgent basis.News24 earlier reported that political party, ActionSA was in talks with lawyers over missing party names in final draft ballot papers.On Sunday, the party issued a statement stating that its name had been omitted from the final draft ballot papers, which were shown to political parties at a signatory event on Saturday. News24 further reported that from the image seen by News24, ActionSA appeared to be the only party that did not have its name alongside its logo and ward candidate. It further confirmed that following the close of candidate nominations, a series of meetings of the local Political Party Liaison Committees were convened to enable political parties and independent candidates participating in the 1 November Municipal Elections to sign off on the draft ballot paper.The IEC explained: ""The purpose of this exercise is to verify the completeness of administrative processes related to candidate nomination as well as confirmation of the registered party identifiers on the various ballots. According to the IEC, the scheme in the design of the ward ballots involves the following identifiers: the name of the candidate, photo in case of an independent candidate, the logo (or distinguishing mark) of the party, and the abbreviated name of the party, where one has been registered.In addition, in the case of a PR ballot, the cluster of identifiers is replicated, save that the name of the candidate is replaced by the full name of the political party. ""The use of registered particulars of a political party in the ballot paper design is intended to obviate ad hoc and arbitrary considerations.""The unique identifiers are provided by each political party at the point of application for registration as a party. Thus the scheme places responsibility on the party to register whatever details and identifiers it deems appropriate,"" the IEC said.The Electoral Commission further stated that 14 other political parties appear on the various ballot papers without abbreviated names. It further concluded that the insinuation that the Commission is acting without due impartiality is, ""... without foundation and mischievous.""The onus to choose party identifiers rests with the political party and not the Commission, and the scheme in the ballot design has been part of our electoral management practice since the inception of democratic local government in 2000,"" it said.",https://www.news24.com//news24/southafrica/news/actionsa-elected-not-to-register-abbreviated-name-or-acronym-iec-responds-to-party-20211004,False
21-02-2020,"Small-scale White Farmer & Friend Executed With Hands Tied & Throats Slit Near Maclear, Eastern Cape! Three Black Males Arrested.","Why would so called \""robbers\"" gruesomely slit the throats of someone already neutralized with their hands tied? The names of the 2 white farmers who were found murdered on a smallholding at Maclear in the Eastern Cape, have been released. They were Eugene Peter du Plessis (54) and Sidwell Pepper (44). Du Plessis was the owner there and farmed on a small scale and Pepper was a friend who was visiting him. They were found with hands tied and throats slit on Monday by Police members who went there to investigate after they were informed by neighbours that Du Plessis was last seen alive last week. Police discovered a gruesome scene and there were signs of horrific violence. Police had to force the door of the house open before discovering the bodies. Police made 3 arrests in connection with the murder on the same day. A TV set and cash were found in the possession of the accused. Police say they suspect the motive was house robbery, but once again, why would \""robbers\"" gruesomely slit the throats of someone who has their hands tied and are already neutralised? The 3 accused Andile Poni (40), Nkosivumile Mrwetyana( 40) and a 17 year old youth appeared in court but the case was postponed.",https://sa-news.com/small-scale-white-farmer-friend-executed-with-hands-tied-throats-slit-near-maclear-eastern-cape-three-black-males-arrested/,True
17-09-2017,10 New Easy Ways to Prevent Stretch Marks,10 New Easy Ways to Prevent Stretch Marks Gelatin. Gelatin (like this or this) is a great way to prevent stretch marks. ... Hydration. Keep your body well hydrated. ... Coconut Oil. ... Vitamin C. ... Oil Treatments. ... Zinc. ... Calcarea Fluorica and Silicea. ... Stretch Mark Serum. Shea Butter or Cocoa Butter Eat for Skin Elasticity ,https://www.mzansistories.com/2017/09/10-new-easy-ways-to-prevent-stretch.html,True
18-10-2021,3 arrested in connection with fatal drive-by shooting at 21st birthday party in Cape Town,"Three people have been arrested in connection with a drive-by shooting outside a 21st birthday party venue in Mitchells Plain, Cape Town on Saturday in which a woman was killed and seven others were injured.Western Cape police spokesperson Colonel André Traut said occupants of a green Honda Ballade had fired randomly at guests at about 20:20 in Montclair Drive, Mandalay.News24 previously reported that the woman left to go to a nearby shop and that partygoers later heard her shouting: ""Please don't kill me.""Shots rang out and the woman and seven others were wounded.The youngest of the casualties was only five years old.The eight injured people were admitted to hospital and the 24-year-old woman later succumbed to her injuries.Traut said the incident was believed to be gang related.Police launched a 72-hour activation plan, which resulted in the arrests on Sunday night.""In pursuit of the suspects, Anti-Gang Unit detectives conducted a tracing operation [on Sunday] night and arrested the suspects, aged 22, 35 and 38, who are all from Mitchells Plain. Once charged, the suspects are expected to make their court appearances in Mitchells Plain on charges of murder and attempted murder,"" Traut added.",https://www.news24.com//news24/southafrica/news/3-arrested-in-connection-with-fatal-drive-by-shooting-at-21st-birthday-party-in-cape-town-20211018,False
28-08-2019,Corruption in Gauteng SAPS on the rise; and the highest,"The Democratic Alliance (DA) is shocked to learn that there has been a marked increase in corruption within the South African Police Service (SAPS). It is disappointing that the leadership in SAPS is not doing enough to curb corruption within their organisation. Newly Released 2019 Top 50 Highest Paid PSL Stars. This information was revealed in the 2019 Analysis of Corruption Trends Report released by Corruption Watch. Furthermore, the report indicates that for the first time corruption in the police sector has overtaken other sectors like schools, health and local government. According to the report, abuse of power is at 35.7% and bribery is at 30.6% in the police sector. In an earlier report released by Corruption Watch in June, Corruption in Uniform: When Cops Become Criminals focusing only on corruption in the police sector, it was revealed that Gauteng had 52.8% corruption, the highest in the country. The DA has always said that corruption within SAPS must be rooted out as a matter of urgency, in order to create an honest and a professional police service. Trust between residents and the police have broken down because of corruption. Gauteng residents must feel safe in their homes, places of work and on the street. The only way this can be achieved is if there is a good working relationship between residents. Corruption would be easy to get rid of in SAPS if only the good cops are willing to arrest the minority bad element in their midst, however, this begins with good leadership and political will. The DA will continue to call on government to ensure that SAPS is professionalised, corruption is eradicated and that the police competency be given to the province in order to better address local needs. In addition, the MEC for Community Safety, Faith Mazibuko, as per the DA’s numerous submissions, must look at appointing a Provincial Police Ombudsman, as is the case in the DA-governed Western Cape, to resolve complaints and ensure effective community oversight over policing",http://www.trendsdaily.co.za/metro-new/corruption-in-gauteng-saps-on-the-rise-and-the-highest/,True
23-03-2019,JULIUS MALEMA: WHITE PEOPLES DOGS EAT BETTER THAN BLACK PEOPLE,"JULIUS MALEMA: BLACK PEOPLE EAT LESS THAN WHITE PEOPLES DOGS ECONOMIC Freedom fighter leader Julius Malema says the blacks are eating worse less than the dogs of the whites. He said they are poor and government still fails them. Malema stated during the party's provincial manifesto rally held in Riba Cross outside Burgersfort in Limpopo on Saturday. He said the part is here to rescue the poor people from their sufferings. \""We can't even be worse than the dogs of the whites. Even dogs of Cyril Ramaphosa are not eating the food worthing R10 but when this government increases social grant for our children they add just R10. This must come to and end. The dogs of the whites are not even eating bones but they eat meat and leave the bones to be disposed but we eat bones,\"" said Malema. He promised the supporters that after they win the elections in May the ancestors will welcome them with a rainfall. He said immediately after that they will arrest former President Jacob Zuma and followed by Cyril Ramaphosa and their fellow comrades. \""They may think they are off the hook now about the people who were killed in Marikana but after the 8 May 2019 we will be working hard. Mama Winny Mandela would have gave us the red signal by then. Nelson Mandela will be smiling in his grave when we deal with them,\"" he said.",https://www.mzansistories.com/2019/03/julius-malema-white-peoples-dogs-eat.html,True
18-03-2019,AKA buys DJ Zinhle R25k Louis Vuitton shoes & their romance rumours divides social media,"AKA buys DJ Zinhle R25000 Louis Vuitton shoes & their romance rumours divides social media AKA spoil DJ Zinhle with R25000 shoes DJ Zinhle not only confirmed that she is in a relationship, but also told fans how much her boyfriend spoils her. Posting videos of her closet on social media recently, Zinhle told fans that her boyfriend had bought her expensive shoes. I went to Louis Vuitton so many times looking for these shoes. So many times. And I couldnt find them in my size. But my boyfriend found them. Amazing. Thank you baby. Louis Vuitton confirmed that the shoes go for R16,300 but that they are currently out of stock in South Africa. In another picture flashing her designer wardrobe, Zinhle said that her man regularly spoils her. Clearly my man doesnt want me to get cold because all the boots I own he bought. So I aint getting cold this winter. In the video, are three sets of Louis Vuitton boots. Just one pair of the boots Zinhle posted cost R25,000. Although Zinhle did not name bae, earlier this year fans pointed out that she and AKA went on holiday together. Watch this space.",https://www.mzansistories.com/2019/03/aka-buys-dj-zinhle-r25k-louis-vuitton.html,True
10-02-2021,Sanef condemns robbery of Newzroom Afrika crew in East London,"The team was robbed on Friday while they were live on air.""Our Eastern Cape reporter and camera operator were robbed of all their belongings. They were live on air, while robbers broke into the news vehicle, stole equipment and their bags with all their clothing and personal goods inside,"" Newzroom Afrika news director Katy Katopodis said.This followed a recent incident in Khayelitsha, Cape Town, where an eNCA crew was threatened and robbed. The Newzroom Afrika crew was robbed near the ANC's offices.""The South African National Editors' Forum condemns this criminality and calls on law enforcement agencies to arrest and prosecute these criminals. The psychological impact such crimes have on reporting crews, or any worker for that matter, cannot be underestimated as the scars remain,"" Sanef said.It added it had seen how volatile it had become for news crews to do their jobs.""The safety of journalists is paramount to Sanef; hence we will be seeking ways on how to best protect our news crews in the field.""Sanef said the latest incident, among many others, was of great concern as it continued to find ways of training crews when they went out to cover stories. ""Such training would largely focus on the safety of journalists and what do when they go out to cover any story, riots, unrests, service delivery protests and political rallies.""It added it appreciated South Africans who have come to understand the work the media did and called on the community to report criminals who continued to steal, threaten, bully, and prevent the media from doing its work. ",https://www.news24.com//news24/southafrica/news/sanef-condemns-robbery-of-newzroom-afrika-crew-in-east-london-20211002,False
10-05-2021,WATCH | IPID looking for man assaulted by police,"In what appears to be an arrest, the man is dragged by the two officers from a yard to a police van. One officer is dressed in uniform and the other in civilian clothes. The man resists as the officers drag him to the police van. As he does so, the uniformed officer punches him in the stomach and face. They continue to struggle until they reach the police van. Once there, the officer is seen slapping the man's face.  IPID spokesperson Grace Langa said the incident reportedly occurred in Mpumalanga but it was still unclear in which part of the province or when it happened.""We have just tasked an investigator to trace the victim, obtain statements and open a docket."" She added it was unclear whether the man was arrested after the incident or not, saying IPID also wanted to make sure he had received medical assistance.",https://www.news24.com//news24/southafrica/news/watch-ipid-looking-for-man-assaulted-by-police-20211005,False
10-04-2021,Another senior official sacked in wake of Dirco's bungled New York land deal,"In a statement on Monday, Dirco said it had terminated the employment of its CFO, Caiphus Ramashau.""This follows the conclusion of the disciplinary case instituted against him. Mr Ramashau faced charges related to irregular expenditure incurred by the department on an unsuccessful project to purchase a piece of land in New York (USA) to accommodate South Africa's Permanent Mission to the United Nations and New York Consulate,"" the statement read.Dirco lost the money, paid as an upfront fee, to buy the piece of land to build office space and accommodation.A fact-finding mission to New York, carried out by MPs in December last year, found that the piece of land did not exist. Since 2014, Dirco had been paying a monthly rental of over R4 million for its two missions in New York. To cut costs, the department in 2017 took a decision to build or acquire its own properties to house missions in New York and across the world.Ramashau's axing comes after the director-general, Kgabo Mahoai, was fired last month.A disciplinary committee found that Mahoai, without the required Treasury Approval III from National Treasury, went ahead and signed the public-private partnership, an agreement that did not exist in the Public Finance Management Act, and approved the payment.On 4 March 2016, Dirco published a tender for the appointment of ""a development partner, for the design, construction, operation, maintenance and finance of the suitable and sustainable office"" and residential accommodation for the South African diplomatic missions in Manhattan, New York City.The tender closed on 16 April 2016 and, on 27 May that year, it was awarded to Simeka Group Pty Ltd/JV Regiments Capital Pty Ltd.The joint venture had never tendered for this project.On 28 March 2017, Mahoai approved the payment of $9 million (roughly R118 million) to the Simeka Group.",https://www.news24.com//news24/southafrica/news/another-senior-official-sacked-in-wake-of-dircos-bungled-new-york-land-deal-20211004,False
26-02-2019,Video of Thoriso been killed by a gang of Capricorn High School pupils #JusticeforThoriso,"Video of Thoriso been killed by a gang of Capricorn High School students #JusticeforThoriso 27-year-old Thoriso Themane was reportedly killed by Capricorn High School pupils. Police spokesperson Colonel Moatshe Ngoepe says he was found lying along one of the streets in Polokwane. Ngoepe said the victim was taken to hospital but certified dead on arrival. According to Ngoepe, the victim was assaulted by a group of people in the area and one person is currently taken in for questioning. WATCH VIDEO HERE He said the motive behind the incident is not clear at this stage, but the ongoing police investigations will tell. Meanwhile, there is a video making the rounds on social media, which is allegedly of the pupils assaulting Thosiso. In the video, people can be seen dragging the victim on the street and blood coming out of his mouth. Its alleged that the boy who took the video footage of the incident has been threatened by the gang.",https://www.mzansistories.com/2019/02/video-of-thoriso-been-killed-by-gang-of.html,True
15-03-2019,ZODWA WABANTU MY KUKU IS MY BUSINESS OR PTY!,"ZODWA WABANTU MY KUKU IS MY BUSINESS OR PTY! Zodwa Wabantu had people talking again on Saturday. As usual, it was about her punani. But Zodwa doesnt seem to care. She said her punani was her business! This was after she showed it off at the Eyadini Bloemfontein event held at Mahungra Car Wash as part of her upcoming reality show. I dont care what people say. This in my body, my punani, my business. I like to embrace it. This is my punani and I owe no one an explanation, she said. One thing she was excited about was her reality show. The show will air on DStvs Moja Love from 2 April. The show came unexpectedly. I didnt resist when I was approached because I have always wanted to talk about my life on the right platform. Many people dont know much about me and my family but I will open up on the show. I am happy people will know the type of person I am, she told Daily Sun. She said she was still a dancer and entertainer but the reality show was something different. Zodwa recently shocked many people when she bought herself an expensive coffin and posed in it. The photos went viral on social media. She also announced her wish to go farming in Mpumalanga when she retires.",https://www.mzansistories.com/2019/03/zodwa-wabantu-my-kuku-is-my-business-or.html,True
19-10-2021,"Their problems are your problems, Motlanthe tells ANC municipal election candidates","The ANC has moved to appease voters ahead of the municipal elections by making its candidates sign a service delivery pledge.The party has close to 10 000 candidates running in various municipalities across the country.The ANC's leaders have faced diverse communities on the campaign trail who have expressed their unhappiness with service delivery.The party held a roll call event in Alberton on Tuesday night with its candidates from all nine provinces. The gathering is the first of its kind.The pledge commits the candidates to be more responsive to issues faced by the communities they may be elected into.The commitments also include listening to communities, delivering services and not committing corruption.Kgalema Motlanthe, who heads the ANC's electoral committee, told candidates they would be expected to know every issue faced by communities once they have been elected. He said despite concerns over how some candidates were nominated, ANC members should present a united front ahead of the elections on 1 November.Motlanthe added disputes would be resolved by 30 November.He told the thousands of candidates they had been chosen and should represent everyone in those communities.""There is no higher honour than being chosen to represent the people. You represent the ward you come from and when you win, you work for all the people. You govern even those who voted against you.He added: In a message of support from Cosatu, the federation's leader, Zingiswa Losi, said its members would back the ANC ahead of the elections.She added this support would be a hard sell for those who believed they had been failed by the ANC.Party president Cyril Ramaphosa urged voters to give the party a mandate to renew itself and the municipalities it governed.",https://www.news24.com//news24/southafrica/news/their-problems-are-your-problems-motlanthe-tells-anc-municipal-election-candidates-20211019,False
29-07-2020,Zimbabwe Forced To Pay $3.5 Billion Compensation To White Farmers Mugabe Evicted! Has To Borrow The Money on International Bond Markets!,"Ramaphosa Thinks He is Cleverer Than Mugabe? Zimbabwe has been forced to pay a historic USD $3.5 Billion to white farmers that black Zimbabweans, encouraged by Mugabe, had attacked, killed and evicted from their farms. The deal has been signed by Zimbabwe’s new government to compensate about 4,000 of the country’s white commercial farmers who were evicted from their land two decades ago. Sadly this will not bring the slaughtered farmers back, but how about a public apology and a warning to SA too? The compensation agreement comes as the southern African nation’s economy is still struggling with rock bottom food production and export income, which resulted from the killing and eviction of their white commercial farmers. Zimbabwe has had to raise a loan on the international bond markets over 30 years to raise the money for the compensation, making the persecution of white farmers even more costly. However once again, it is the usurers, moneylenders and globalist money power reaping the profits. Indeed for an african nation to persecute its white farmers is suicide and Zimbabwe has only just survived, but will South Africa learn its lesson? Apparently not, the ANC is even denying farm murders take place and have a program for \""Radical Transformation\"" to expropriate white owned land without compensation! Zimbabwe is battling inflation of more than 700 percent, besides dealing with shortages of currency, fuel and food, while over 90 percent of the population is out of formal employment after the \""bread basket\"" of Africa became plagued with socialist driven anti white hatred. Food production had plummeted after Mugabe’s Zimbabwean government authorized the purge of white farmers in 1999-2000. Whites comprised a tiny percentage of Zimbabwe’s population but contributed vastly to the income, economy and food security of the country from which everyone benefited. In an effort to get more blacks involved in working the land, Mugabe’s government promised to redistribute the land among black farmers. However it is clear whites are more suited to being commercial farmers, something the Zimbabwean seems to have realised and now acknowledged. Mugabe was also accused of using the land reform to reward his political allies and cronies rather than ordinary Zimbabweans. The president and his supporters reportedly owned about 40 percent of the land seized from white farmers, who received no compensation after being evicted. In a socialist left wing anti white campaign the country’s rulers alleged that the land was taken forcibly during colonial times, and was used as justification for murderous attacks and evictions, as is happening in South Africa right now. Zimbabwean President Emmerson Mnangagwa said \""This momentous event is historic,\"" as \""it brings closure and a new beginning.\"" Vice President Constantino Chiwenga said a committee had been formed by the government, farmers and donors to raise funding for the compensation. The compensation agreement is for improvements and assets on the more than 4,000 farms that were seized but it doesn’t pertain to the land itself, according to Ben Gilpin, a director of the Commercial Farmers Union (CFU), which represents the white farmers. CFU President Andrew Pascoe said at the signing ceremony on Wednesday that \""today marks a huge milestone,\"" adding: \""As Zimbabweans, we have chosen to resolve this long-outstanding issue.\""",https://sa-news.com/zimbabwe-forced-to-pay-3-5-billion-compensation-to-white-farmers-mugabe-evicted-has-to-borrow-the-money-on-international-bond-markets/,True
14-10-2021,Cape Town mayor calls on Ramaphosa to fire Cele,"Plato said it was time Ramaphosa acknowledged Cele's failure to contribute anything positive to policing in South Africa, adding he should recall him.""South Africa deserves a police minister who cares about policing, and cares about making the lives of South Africans safer. ""If the president leaves Minister Cele where he is, then it is clear that he does not really care about protecting the people of this country either.""At local government level, we have had to shift an increasing amount of our budget into safety services to try and make up for national government's ongoing neglect of this key sector. ""Those are funds that could have been spent on other services but which we absolutely have to redirect towards increasing safety services."" He described Cele's comments at an imbizo last week in Mitchells Plain as shameful in that ""he could stand on a stage and lie straight to the faces of the men and women in blue who are desperate for additional resources"". This year, the police reported they had 19 391 staff, 511 less than the 2018 total of 19 902. ""The shortage of SAPS staff and equipment is well known to any community member or safety activist that works with SAPS.  ""This deficit lies at the heart of the crime hardships our communities experience. This is especially true for the less visible parts of the criminal justice system, like the detectives, which routinely have a caseload in excess of 200 cases each,"" the mayor said.It is the latest drama in the tit-for-tat between Cele and the DA.News24 approached Cele's spokesperson Lirandzu Themba for comment who said they have noted the statement made by Plato.This after he bashed the Western Cape government for allegedly lying to residents about the lack of police resources in the province and using crime for politicking.Winde also threatened to launch an intergovernmental dispute over resource constraints.The mayoral committee member for safety and security, JP Smith, said as dire as the situation was, the national government was making it worse with significant cuts to police budgets over the next three years. ""How do they justify shrinking resources when communities face an increase in crime? Failure to make the safety of residents a priority is outright criminal, and shows how little the national minister cares for citizens, despite the shameful spin of the national minister and his colleagues,"" Smith added. Last week, Cele told Mitchells Plain residents the Western Cape enjoyed the ""lion's share"" of police resources to address crime concerns. ""Out of all the provinces, the province of the Western Cape is the most resourced over and above the allocated provincial budget. ""We have through our analysis of crime trends took decisions to set up special operations such as the Anti-Gang Unit, there has also been the introduction of special operations like Operation Thunder and Operation Lockdown and a task teams investigating extortion and taxi violence. ""Many of these interventions are unique to this province and are producing results; communities can agree that life may not be perfect but it's certainly improving since they were established,"" he said. ",https://www.news24.com//news24/southafrica/news/cape-town-mayor-calls-on-ramaphosa-to-fire-cele-20211014,False
19-06-2020,Foreigners in S.A to get R350 Unemployment SASSA Grant – Pretoria High Court ruled,"SOUTH AFRICA: Pretoria High Court has ruled that refugees and asylum seekers in South Africa must qualify to apply for SASSA R350 COVID-19 unemployment grant. It has ordered government to include them in the COVID-19 unemployment grant of R350 which is being administrated by the South African Social Security Agency on behalf of the Department of Social Development. This includes asylum seekers and special permit holders from Lesotho, Angola and Zimbabwe. The court declared directions issued by Social Development Minister Lindiwe Zulu unconstitutional and unlawful. It found that it excluded certain groups from accessing the R350 Unemployment grant. SASSA APPLICATIONS: Online status check is live The minister has been given five days to quantify the costs of extending the grant and another five days to publish amended regulations.",http://search67.com/2020/06/19/foreigners-in-s-a-to-get-r350-sassa-unemployment-grant-high-court-ruled/,True
